1ipv6,#genre#
125 ,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031209/index.m3u8?channel-id=bestzb&Contentid=5000000011000031209&livemode=1&stbId=3
126,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031206/index.m3u8?channel-id=bestzb&Contentid=5000000011000031206&livemode=1&stbId=3
127,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010147/1.m3u8
128 ,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000015/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000015&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
1294,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010006/1.m3u8
130鍗庢暟路4K,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000014/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000014&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
131,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000007000010001/index.m3u8?channel-id=bestzb&Contentid=5000000007000010001&livemode=1&stbId=3

3PV6,#genre#
CCTV1 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/1.m3u8
CCTV2 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/1.m3u8
CCTV3 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010212/1.m3u8
CCTV4 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010017/1.m3u8
CCTV5 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010145/1.m3u8
CCTV5+ ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8
CCTV6 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010214/1.m3u8
CCTV7 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010215/1.m3u8
CCTV8 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010216/1.m3u8
CCTV9 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010217/1.m3u8
CCTV10 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/1.m3u8
CCTV11 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/1.m3u8
CCTV12 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8
CCTV13 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/1.m3u8
CCTV14 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8
CCTV15 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/1.m3u8
CCTV16 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/1.m3u8
CCTV17 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/1.m3u8
132,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010224/1.m3u8
133,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010070/1.m3u8
134,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010225/1.m3u8
135,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010219/1.m3u8
136,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/1.m3u8
137,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010221/1.m3u8
138,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010218/1.m3u8
139,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/1.m3u8
140,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010115/1.m3u8
141,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/1.m3u8
142,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010069/1.m3u8
143,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010041/1.m3u8
144,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010066/1.m3u8
145,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010060/1.m3u8
146,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010101/1.m3u8
147,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010096/1.m3u8
148,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010223/1.m3u8
149,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010100/1.m3u8
150,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010061/1.m3u8
151 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010222/1.m3u8
152,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010119/1.m3u8
153,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010098/1.m3u8
154,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/1.m3u8
155,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010120/1.m3u8
156,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010002/1.m3u8
157,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010073/1.m3u8
158,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010064/1.m3u8
159 ,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010065/1.m3u8
160,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010062/1.m3u8
161,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010086/1.m3u8
162,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010021/1.m3u8
163,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010004/1.m3u8
164,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010025/1.m3u8
165,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010082/1.m3u8
166,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010005/1.m3u8
167,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010079/1.m3u8
168,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010080/1.m3u8
169,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010087/1.m3u8
170,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010085/1.m3u8
171,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010003/1.m3u8
172,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010074/1.m3u8
173,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010077/1.m3u8
174,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010146/1.m3u8
175,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8
176,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010072/1.m3u8
177,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010076/1.m3u8

4PV6,#genre#
CCTV-1,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-2,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV-3,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-6,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-11,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-12,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV-14,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-16,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
178,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
179,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
180,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
181,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
182,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
183,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
